code	title_sv	parent	depth	breadcrumb	table
ESC.243	Fogband av metall	ESC.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband > ESC.243 Fogband av metall	produktionsresultat
ESC.244	Svällande fogband	ESC.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband > ESC.244 Svällande fogband	produktionsresultat
ESC.245	Injekterbara rör som fogband	ESC.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.24 Fogband > ESC.245 Injekterbara rör som fogband	produktionsresultat
ESC.25	Ingjutna rör	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.25 Ingjutna rör	produktionsresultat
ESC.251	Ingjutna rörledningar samt hylsor till rörledning	ESC.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.25 Ingjutna rör > ESC.251 Ingjutna rörledningar samt hylsor till rörledning	produktionsresultat
ESC.252	Skyddsrör till kabel	ESC.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.25 Ingjutna rör > ESC.252 Skyddsrör till kabel	produktionsresultat
ESC.26	Ingjutna eller borrade infästningar	ESC.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.2 Ingjutningsgods m m i platsgjuten betongkonstruktion > ESC.26 Ingjutna eller borrade infästningar	produktionsresultat
ESC.3	Ingjutningsgods m m i glidformsgjuten betongkonstruktion	ESC	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESC ARMERING, INGJUTNINGSGODS, FOGBAND M M I HUS > ESC.3 Ingjutningsgods m m i glidformsgjuten betongkonstruktion	produktionsresultat
ESE	BETONGGJUTNINGAR I HUS	ES	0	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS	produktionsresultat
ESE.1	Grundkonstruktioner av platsgjuten betong	ESE	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong	produktionsresultat
ESE.11	Grundplintar av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.11 Grundplintar av platsgjuten betong	produktionsresultat
ESE.12	Pålplintar och pålplattor av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.12 Pålplintar och pålplattor av platsgjuten betong	produktionsresultat
ESE.13	Pelarholkar av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.13 Pelarholkar av platsgjuten betong	produktionsresultat
ESE.14	Hela grundplattor av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong	produktionsresultat
ESE.141	Hela grundplattor av platsgjuten betong som underlag för beläggning	ESE.14	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning	produktionsresultat
ESE.1411	Hela grundplattor med stålglättad yta som underlag för beläggning	ESE.141	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning > ESE.1411 Hela grundplattor med stålglättad yta som underlag för beläggning	produktionsresultat
ESE.1412	Hela grundplattor med brädriven yta som underlag för beläggning	ESE.141	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning > ESE.1412 Hela grundplattor med brädriven yta som underlag för beläggning	produktionsresultat
ESE.1413	Hela grundplattor med borstad yta som underlag för beläggning	ESE.141	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning > ESE.1413 Hela grundplattor med borstad yta som underlag för beläggning	produktionsresultat
ESE.1414	Hela grundplattor med avdragen yta som underlag för beläggning	ESE.141	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning > ESE.1414 Hela grundplattor med avdragen yta som underlag för beläggning	produktionsresultat
ESE.1415	Hela grundplattor med avjämnad yta som underlag för beläggning	ESE.141	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.141 Hela grundplattor av platsgjuten betong som underlag för beläggning > ESE.1415 Hela grundplattor med avjämnad yta som underlag för beläggning	produktionsresultat
ESE.142	Hela grundplattor av platsgjuten betong för efterbehandling till färdigt golv	ESE.14	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.142 Hela grundplattor av platsgjuten betong för efterbehandling till färdigt golv	produktionsresultat
ESE.1421	Hela grundplattor med yta för maskinslipning	ESE.142	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.142 Hela grundplattor av platsgjuten betong för efterbehandling till färdigt golv > ESE.1421 Hela grundplattor med yta för maskinslipning	produktionsresultat
ESE.143	Hela grundplattor av platsgjuten betong som färdigt golv	ESE.14	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.143 Hela grundplattor av platsgjuten betong som färdigt golv	produktionsresultat
ESE.1431	Hela grundplattor med stålglättad färdig golvyta	ESE.143	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.143 Hela grundplattor av platsgjuten betong som färdigt golv > ESE.1431 Hela grundplattor med stålglättad färdig golvyta	produktionsresultat
ESE.1432	Hela grundplattor med brädriven färdig golvyta	ESE.143	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.14 Hela grundplattor av platsgjuten betong > ESE.143 Hela grundplattor av platsgjuten betong som färdigt golv > ESE.1432 Hela grundplattor med brädriven färdig golvyta	produktionsresultat
ESE.15	Grundsulor av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.15 Grundsulor av platsgjuten betong	produktionsresultat
ESE.16	Grundbalkar av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.16 Grundbalkar av platsgjuten betong	produktionsresultat
ESE.17	Grundmurar av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.17 Grundmurar av platsgjuten betong	produktionsresultat
ESE.18	Diverse grundkonstruktioner av platsgjuten betong	ESE.1	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.18 Diverse grundkonstruktioner av platsgjuten betong	produktionsresultat
ESE.181	Påldäck av platsgjuten betong	ESE.18	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.18 Diverse grundkonstruktioner av platsgjuten betong > ESE.181 Påldäck av platsgjuten betong	produktionsresultat
ESE.182	Fundament av platsgjuten betong	ESE.18	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.1 Grundkonstruktioner av platsgjuten betong > ESE.18 Diverse grundkonstruktioner av platsgjuten betong > ESE.182 Fundament av platsgjuten betong	produktionsresultat
ESE.2	Husstommar av platsgjuten betong	ESE	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong	produktionsresultat
ESE.21	Väggar av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.21 Väggar av platsgjuten betong	produktionsresultat
ESE.22	Pelare av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.22 Pelare av platsgjuten betong	produktionsresultat
ESE.23	Balkar av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.23 Balkar av platsgjuten betong	produktionsresultat
ESE.24	Bjälklag av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong	produktionsresultat
ESE.241	Bjälklag av platsgjuten betong som underlag för beläggning	ESE.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning	produktionsresultat
ESE.2411	Bjälklag med stålglättad yta som underlag för beläggning	ESE.241	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning > ESE.2411 Bjälklag med stålglättad yta som underlag för beläggning	produktionsresultat
ESE.2412	Bjälklag med brädriven yta som underlag för beläggning	ESE.241	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning > ESE.2412 Bjälklag med brädriven yta som underlag för beläggning	produktionsresultat
ESE.2413	Bjälklag med borstad yta som underlag för beläggning	ESE.241	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning > ESE.2413 Bjälklag med borstad yta som underlag för beläggning	produktionsresultat
ESE.2414	Bjälklag med avdragen yta som underlag för beläggning	ESE.241	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning > ESE.2414 Bjälklag med avdragen yta som underlag för beläggning	produktionsresultat
ESE.2415	Bjälklag med avjämnad yta som underlag för beläggning	ESE.241	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.241 Bjälklag av platsgjuten betong som underlag för beläggning > ESE.2415 Bjälklag med avjämnad yta som underlag för beläggning	produktionsresultat
ESE.242	Bjälklag av platsgjuten betong för efterbehandling till färdigt golv	ESE.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.242 Bjälklag av platsgjuten betong för efterbehandling till färdigt golv	produktionsresultat
ESE.2421	Bjälklag med yta för maskinslipning	ESE.242	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.242 Bjälklag av platsgjuten betong för efterbehandling till färdigt golv > ESE.2421 Bjälklag med yta för maskinslipning	produktionsresultat
ESE.243	Bjälklag av platsgjuten betong som färdigt golv	ESE.24	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.243 Bjälklag av platsgjuten betong som färdigt golv	produktionsresultat
ESE.2431	Bjälklag med stålglättad färdig golvyta	ESE.243	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.243 Bjälklag av platsgjuten betong som färdigt golv > ESE.2431 Bjälklag med stålglättad färdig golvyta	produktionsresultat
ESE.2432	Bjälklag med brädriven färdig golvyta	ESE.243	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.24 Bjälklag av platsgjuten betong > ESE.243 Bjälklag av platsgjuten betong som färdigt golv > ESE.2432 Bjälklag med brädriven färdig golvyta	produktionsresultat
ESE.25	Yttertakstommar och ytterbjälklag av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong	produktionsresultat
ESE.251	Ytterbjälklag med stålglättad yta	ESE.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong > ESE.251 Ytterbjälklag med stålglättad yta	produktionsresultat
ESE.252	Ytterbjälklag med brädriven yta	ESE.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong > ESE.252 Ytterbjälklag med brädriven yta	produktionsresultat
ESE.253	Ytterbjälklag med borstad yta	ESE.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong > ESE.253 Ytterbjälklag med borstad yta	produktionsresultat
ESE.254	Ytterbjälklag med avdragen yta	ESE.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong > ESE.254 Ytterbjälklag med avdragen yta	produktionsresultat
ESE.255	Ytterbjälklag med avjämnad yta	ESE.25	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.25 Yttertakstommar och ytterbjälklag av platsgjuten betong > ESE.255 Ytterbjälklag med avjämnad yta	produktionsresultat
ESE.26	Trappstommar av platsgjuten betong	ESE.2	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong	produktionsresultat
ESE.261	Trappstommar av platsgjuten betong med överyta som underlag för beläggning	ESE.26	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning	produktionsresultat
ESE.2611	Trappstommar med stålglättad överyta som underlag för beläggning	ESE.261	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning > ESE.2611 Trappstommar med stålglättad överyta som underlag för beläggning	produktionsresultat
ESE.2612	Trappstommar med brädriven överyta som underlag för beläggning	ESE.261	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning > ESE.2612 Trappstommar med brädriven överyta som underlag för beläggning	produktionsresultat
ESE.2613	Trappstommar med borstad överyta som underlag för beläggning	ESE.261	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning > ESE.2613 Trappstommar med borstad överyta som underlag för beläggning	produktionsresultat
ESE.2614	Trappstommar med avdragen överyta som underlag för beläggning	ESE.261	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning > ESE.2614 Trappstommar med avdragen överyta som underlag för beläggning	produktionsresultat
ESE.2615	Trappstommar med avjämnad överyta som underlag för beläggning	ESE.261	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.261 Trappstommar av platsgjuten betong med överyta som underlag för beläggning > ESE.2615 Trappstommar med avjämnad överyta som underlag för beläggning	produktionsresultat
ESE.262	Trappstommar av platsgjuten betong för efterbehandling till färdig slityta	ESE.26	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.262 Trappstommar av platsgjuten betong för efterbehandling till färdig slityta	produktionsresultat
ESE.2621	Trappstommar med överyta för maskinslipning	ESE.262	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.262 Trappstommar av platsgjuten betong för efterbehandling till färdig slityta > ESE.2621 Trappstommar med överyta för maskinslipning	produktionsresultat
ESE.263	Trappstommar av platsgjuten betong med överyta som slityta	ESE.26	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.263 Trappstommar av platsgjuten betong med överyta som slityta	produktionsresultat
ESE.2631	Trappstommar med stålglättad överyta som slityta	ESE.263	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.263 Trappstommar av platsgjuten betong med överyta som slityta > ESE.2631 Trappstommar med stålglättad överyta som slityta	produktionsresultat
ESE.2632	Trappstommar med brädriven överyta som slityta	ESE.263	1	E PLATSGJUTNA KONSTRUKTIONER > ES PLATSGJUTNA KONSTRUKTIONER FÖR HUS > ESE BETONGGJUTNINGAR I HUS > ESE.2 Husstommar av platsgjuten betong > ESE.26 Trappstommar av platsgjuten betong > ESE.263 Trappstommar av platsgjuten betong med överyta som slityta > ESE.2632 Trappstommar med brädriven överyta som slityta	produktionsresultat
